,date,state_id,dept_id,value
136,2011-06-14,CA,FOODS_1,732
137,2011-06-15,CA,FOODS_1,772
138,2011-06-16,CA,FOODS_1,835
139,2011-06-17,CA,FOODS_1,1015
140,2011-06-18,CA,FOODS_1,981
141,2011-06-19,CA,FOODS_1,870
142,2011-06-20,CA,FOODS_1,744
143,2011-06-21,CA,FOODS_1,639
144,2011-06-22,CA,FOODS_1,737
145,2011-06-23,CA,FOODS_1,878
146,2011-06-24,CA,FOODS_1,909
147,2011-06-25,CA,FOODS_1,1144
148,2011-06-26,CA,FOODS_1,978
149,2011-06-27,CA,FOODS_1,745
150,2011-06-28,CA,FOODS_1,729
151,2011-06-29,CA,FOODS_1,839
152,2011-06-30,CA,FOODS_1,845
153,2011-07-01,CA,FOODS_1,1002
154,2011-07-02,CA,FOODS_1,1145
155,2011-07-03,CA,FOODS_1,1006
156,2011-07-04,CA,FOODS_1,894
157,2011-07-05,CA,FOODS_1,930
158,2011-07-06,CA,FOODS_1,896
159,2011-07-07,CA,FOODS_1,918
160,2011-07-08,CA,FOODS_1,955
161,2011-07-09,CA,FOODS_1,1154
162,2011-07-10,CA,FOODS_1,1103
163,2011-07-11,CA,FOODS_1,744
164,2011-07-12,CA,FOODS_1,757
165,2011-07-13,CA,FOODS_1,785
166,2011-07-14,CA,FOODS_1,749
167,2011-07-15,CA,FOODS_1,953
168,2011-07-16,CA,FOODS_1,1204
169,2011-07-17,CA,FOODS_1,950
170,2011-07-18,CA,FOODS_1,794
171,2011-07-19,CA,FOODS_1,688
172,2011-07-20,CA,FOODS_1,775
173,2011-07-21,CA,FOODS_1,874
174,2011-07-22,CA,FOODS_1,1094
175,2011-07-23,CA,FOODS_1,1334
176,2011-07-24,CA,FOODS_1,1010
177,2011-07-25,CA,FOODS_1,775
178,2011-07-26,CA,FOODS_1,789
179,2011-07-27,CA,FOODS_1,812
180,2011-07-28,CA,FOODS_1,779
181,2011-07-29,CA,FOODS_1,930
182,2011-07-30,CA,FOODS_1,1117
183,2011-07-31,CA,FOODS_1,965
184,2011-08-01,CA,FOODS_1,663
185,2011-08-02,CA,FOODS_1,652
186,2011-08-03,CA,FOODS_1,681
187,2011-08-04,CA,FOODS_1,726
188,2011-08-05,CA,FOODS_1,723
189,2011-08-06,CA,FOODS_1,651
190,2011-08-07,CA,FOODS_1,1004
191,2011-08-08,CA,FOODS_1,724
192,2011-08-09,CA,FOODS_1,766
193,2011-08-10,CA,FOODS_1,726
194,2011-08-11,CA,FOODS_1,793
195,2011-08-12,CA,FOODS_1,889
196,2011-08-13,CA,FOODS_1,1000
197,2011-08-14,CA,FOODS_1,885
198,2011-08-15,CA,FOODS_1,654
199,2011-08-16,CA,FOODS_1,679
200,2011-08-17,CA,FOODS_1,706
201,2011-08-18,CA,FOODS_1,676
202,2011-08-19,CA,FOODS_1,863
203,2011-08-20,CA,FOODS_1,946
204,2011-08-21,CA,FOODS_1,973
205,2011-08-22,CA,FOODS_1,583
206,2011-08-23,CA,FOODS_1,582
207,2011-08-24,CA,FOODS_1,625
208,2011-08-25,CA,FOODS_1,609
209,2011-08-26,CA,FOODS_1,843
210,2011-08-27,CA,FOODS_1,1048
211,2011-08-28,CA,FOODS_1,940
212,2011-08-29,CA,FOODS_1,758
213,2011-08-30,CA,FOODS_1,760
214,2011-08-31,CA,FOODS_1,775
215,2011-09-01,CA,FOODS_1,868
216,2011-09-02,CA,FOODS_1,995
217,2011-09-03,CA,FOODS_1,1142
218,2011-09-04,CA,FOODS_1,858
219,2011-09-05,CA,FOODS_1,968
220,2011-09-06,CA,FOODS_1,721
221,2011-09-07,CA,FOODS_1,539
222,2011-09-08,CA,FOODS_1,826
223,2011-09-09,CA,FOODS_1,852
224,2011-09-10,CA,FOODS_1,1103
225,2011-09-11,CA,FOODS_1,922
226,2011-09-12,CA,FOODS_1,688
227,2011-09-13,CA,FOODS_1,737
228,2011-09-14,CA,FOODS_1,782
229,2011-09-15,CA,FOODS_1,893
230,2011-09-16,CA,FOODS_1,994
231,2011-09-17,CA,FOODS_1,1216
232,2011-09-18,CA,FOODS_1,1117
233,2011-09-19,CA,FOODS_1,725
234,2011-09-20,CA,FOODS_1,715
235,2011-09-21,CA,FOODS_1,811
236,2011-09-22,CA,FOODS_1,948
237,2011-09-23,CA,FOODS_1,914
238,2011-09-24,CA,FOODS_1,1223
239,2011-09-25,CA,FOODS_1,1025
240,2011-09-26,CA,FOODS_1,747
241,2011-09-27,CA,FOODS_1,712
242,2011-09-28,CA,FOODS_1,699
243,2011-09-29,CA,FOODS_1,867
244,2011-09-30,CA,FOODS_1,975
245,2011-10-01,CA,FOODS_1,1454
246,2011-10-02,CA,FOODS_1,1152
247,2011-10-03,CA,FOODS_1,982
248,2011-10-04,CA,FOODS_1,915
249,2011-10-05,CA,FOODS_1,905
250,2011-10-06,CA,FOODS_1,928
251,2011-10-07,CA,FOODS_1,1204
252,2011-10-08,CA,FOODS_1,1349
253,2011-10-09,CA,FOODS_1,1171
254,2011-10-10,CA,FOODS_1,1061
255,2011-10-11,CA,FOODS_1,916
256,2011-10-12,CA,FOODS_1,894
257,2011-10-13,CA,FOODS_1,931
258,2011-10-14,CA,FOODS_1,1150
259,2011-10-15,CA,FOODS_1,1446
260,2011-10-16,CA,FOODS_1,1193
261,2011-10-17,CA,FOODS_1,857
262,2011-10-18,CA,FOODS_1,860
263,2011-10-19,CA,FOODS_1,809
264,2011-10-20,CA,FOODS_1,853
265,2011-10-21,CA,FOODS_1,1002
266,2011-10-22,CA,FOODS_1,1274
267,2011-10-23,CA,FOODS_1,1119
268,2011-10-24,CA,FOODS_1,753
269,2011-10-25,CA,FOODS_1,969
270,2011-10-26,CA,FOODS_1,954
271,2011-10-27,CA,FOODS_1,903
272,2011-10-28,CA,FOODS_1,1068
273,2011-10-29,CA,FOODS_1,1228
274,2011-10-30,CA,FOODS_1,1536
275,2011-10-31,CA,FOODS_1,1190
276,2011-11-01,CA,FOODS_1,892
277,2011-11-02,CA,FOODS_1,679
278,2011-11-03,CA,FOODS_1,759
279,2011-11-04,CA,FOODS_1,917
280,2011-11-05,CA,FOODS_1,1096
281,2011-11-06,CA,FOODS_1,1173
282,2011-11-07,CA,FOODS_1,820
283,2011-11-08,CA,FOODS_1,928
284,2011-11-09,CA,FOODS_1,799
285,2011-11-10,CA,FOODS_1,883
286,2011-11-11,CA,FOODS_1,898
287,2011-11-12,CA,FOODS_1,1184
288,2011-11-13,CA,FOODS_1,1235
289,2011-11-14,CA,FOODS_1,768
290,2011-11-15,CA,FOODS_1,753
291,2011-11-16,CA,FOODS_1,772
292,2011-11-17,CA,FOODS_1,848
293,2011-11-18,CA,FOODS_1,932
294,2011-11-19,CA,FOODS_1,1314
295,2011-11-20,CA,FOODS_1,1104
296,2011-11-21,CA,FOODS_1,870
297,2011-11-22,CA,FOODS_1,814
298,2011-11-23,CA,FOODS_1,862
299,2011-11-24,CA,FOODS_1,475
300,2011-11-25,CA,FOODS_1,968
301,2011-11-26,CA,FOODS_1,968
302,2011-11-27,CA,FOODS_1,1025
303,2011-11-28,CA,FOODS_1,934
304,2011-11-29,CA,FOODS_1,875
305,2011-11-30,CA,FOODS_1,934
306,2011-12-01,CA,FOODS_1,992
307,2011-12-02,CA,FOODS_1,1171
308,2011-12-03,CA,FOODS_1,1425
309,2011-12-04,CA,FOODS_1,1237
310,2011-12-05,CA,FOODS_1,925
311,2011-12-06,CA,FOODS_1,1016
312,2011-12-07,CA,FOODS_1,985
313,2011-12-08,CA,FOODS_1,1030
314,2011-12-09,CA,FOODS_1,1147
315,2011-12-10,CA,FOODS_1,1269
316,2011-12-11,CA,FOODS_1,1341
317,2011-12-12,CA,FOODS_1,1194
318,2011-12-13,CA,FOODS_1,1073
319,2011-12-14,CA,FOODS_1,1125
320,2011-12-15,CA,FOODS_1,1371
321,2011-12-16,CA,FOODS_1,1220
322,2011-12-17,CA,FOODS_1,1373
323,2011-12-18,CA,FOODS_1,1421
324,2011-12-19,CA,FOODS_1,1107
325,2011-12-20,CA,FOODS_1,1187
326,2011-12-21,CA,FOODS_1,1311
327,2011-12-22,CA,FOODS_1,1318
328,2011-12-23,CA,FOODS_1,1735
329,2011-12-24,CA,FOODS_1,1425
330,2011-12-25,CA,FOODS_1,0
331,2011-12-26,CA,FOODS_1,970
332,2011-12-27,CA,FOODS_1,877
333,2011-12-28,CA,FOODS_1,802
334,2011-12-29,CA,FOODS_1,805
335,2011-12-30,CA,FOODS_1,991
336,2011-12-31,CA,FOODS_1,1030
337,2012-01-01,CA,FOODS_1,881
338,2012-01-02,CA,FOODS_1,1081
339,2012-01-03,CA,FOODS_1,885
340,2012-01-04,CA,FOODS_1,802
341,2012-01-05,CA,FOODS_1,761
342,2012-01-06,CA,FOODS_1,933
343,2012-01-07,CA,FOODS_1,1126
344,2012-01-08,CA,FOODS_1,1245
345,2012-01-09,CA,FOODS_1,867
346,2012-01-10,CA,FOODS_1,773
347,2012-01-11,CA,FOODS_1,930
348,2012-01-12,CA,FOODS_1,817
349,2012-01-13,CA,FOODS_1,987
350,2012-01-14,CA,FOODS_1,1141
351,2012-01-15,CA,FOODS_1,1191
352,2012-01-16,CA,FOODS_1,965
353,2012-01-17,CA,FOODS_1,803
354,2012-01-18,CA,FOODS_1,927
355,2012-01-19,CA,FOODS_1,946
356,2012-01-20,CA,FOODS_1,999
357,2012-01-21,CA,FOODS_1,1482
358,2012-01-22,CA,FOODS_1,1142
359,2012-01-23,CA,FOODS_1,828
360,2012-01-24,CA,FOODS_1,929
361,2012-01-25,CA,FOODS_1,1003
362,2012-01-26,CA,FOODS_1,997
363,2012-01-27,CA,FOODS_1,1115
364,2012-01-28,CA,FOODS_1,1489
365,2012-01-29,CA,FOODS_1,1449
366,2012-01-30,CA,FOODS_1,998
367,2012-01-31,CA,FOODS_1,1113
368,2012-02-01,CA,FOODS_1,1141
369,2012-02-02,CA,FOODS_1,1083
370,2012-02-03,CA,FOODS_1,1279
371,2012-02-04,CA,FOODS_1,1728
372,2012-02-05,CA,FOODS_1,1480
373,2012-02-06,CA,FOODS_1,1061
374,2012-02-07,CA,FOODS_1,1052
375,2012-02-08,CA,FOODS_1,1028
376,2012-02-09,CA,FOODS_1,1206
377,2012-02-10,CA,FOODS_1,1361
378,2012-02-11,CA,FOODS_1,1870
379,2012-02-12,CA,FOODS_1,1658
380,2012-02-13,CA,FOODS_1,1873
381,2012-02-14,CA,FOODS_1,1383
382,2012-02-15,CA,FOODS_1,981
383,2012-02-16,CA,FOODS_1,905
384,2012-02-17,CA,FOODS_1,1024
385,2012-02-18,CA,FOODS_1,1437
386,2012-02-19,CA,FOODS_1,1323
387,2012-02-20,CA,FOODS_1,1209
388,2012-02-21,CA,FOODS_1,895
389,2012-02-22,CA,FOODS_1,950
390,2012-02-23,CA,FOODS_1,960
391,2012-02-24,CA,FOODS_1,1157
392,2012-02-25,CA,FOODS_1,1462
393,2012-02-26,CA,FOODS_1,1417
394,2012-02-27,CA,FOODS_1,1065
395,2012-02-28,CA,FOODS_1,1010
396,2012-02-29,CA,FOODS_1,1062
397,2012-03-01,CA,FOODS_1,1168
398,2012-03-02,CA,FOODS_1,1276
399,2012-03-03,CA,FOODS_1,1465
400,2012-03-04,CA,FOODS_1,1385
401,2012-03-05,CA,FOODS_1,1009
402,2012-03-06,CA,FOODS_1,1068
403,2012-03-07,CA,FOODS_1,977
404,2012-03-08,CA,FOODS_1,1098
405,2012-03-09,CA,FOODS_1,1199
406,2012-03-10,CA,FOODS_1,1527
407,2012-03-11,CA,FOODS_1,1556
408,2012-03-12,CA,FOODS_1,1038
409,2012-03-13,CA,FOODS_1,1076
410,2012-03-14,CA,FOODS_1,1093
411,2012-03-15,CA,FOODS_1,1098
412,2012-03-16,CA,FOODS_1,1259
413,2012-03-17,CA,FOODS_1,1828
414,2012-03-18,CA,FOODS_1,1442
415,2012-03-19,CA,FOODS_1,1028
416,2012-03-20,CA,FOODS_1,884
417,2012-03-21,CA,FOODS_1,1054
418,2012-03-22,CA,FOODS_1,1240
419,2012-03-23,CA,FOODS_1,1351
420,2012-03-24,CA,FOODS_1,1624
421,2012-03-25,CA,FOODS_1,1680
422,2012-03-26,CA,FOODS_1,1194
423,2012-03-27,CA,FOODS_1,1070
424,2012-03-28,CA,FOODS_1,1128
425,2012-03-29,CA,FOODS_1,1061
426,2012-03-30,CA,FOODS_1,1508
427,2012-03-31,CA,FOODS_1,1690
428,2012-04-01,CA,FOODS_1,1753
429,2012-04-02,CA,FOODS_1,1329
430,2012-04-03,CA,FOODS_1,1482
431,2012-04-04,CA,FOODS_1,1484
432,2012-04-05,CA,FOODS_1,1612
433,2012-04-06,CA,FOODS_1,2015
434,2012-04-07,CA,FOODS_1,2643
435,2012-04-08,CA,FOODS_1,1833
436,2012-04-09,CA,FOODS_1,1038
437,2012-04-10,CA,FOODS_1,957
438,2012-04-11,CA,FOODS_1,1041
439,2012-04-12,CA,FOODS_1,1069
440,2012-04-13,CA,FOODS_1,1199
441,2012-04-14,CA,FOODS_1,1519
442,2012-04-15,CA,FOODS_1,1202
443,2012-04-16,CA,FOODS_1,1022
444,2012-04-17,CA,FOODS_1,922
445,2012-04-18,CA,FOODS_1,1041
446,2012-04-19,CA,FOODS_1,984
447,2012-04-20,CA,FOODS_1,1001
448,2012-04-21,CA,FOODS_1,1300
449,2012-04-22,CA,FOODS_1,1147
450,2012-04-23,CA,FOODS_1,890
451,2012-04-24,CA,FOODS_1,899
452,2012-04-25,CA,FOODS_1,1014
453,2012-04-26,CA,FOODS_1,1010
454,2012-04-27,CA,FOODS_1,1176
455,2012-04-28,CA,FOODS_1,1369
456,2012-04-29,CA,FOODS_1,1240
457,2012-04-30,CA,FOODS_1,936
458,2012-05-01,CA,FOODS_1,973
459,2012-05-02,CA,FOODS_1,1048
460,2012-05-03,CA,FOODS_1,1069
461,2012-05-04,CA,FOODS_1,1332
462,2012-05-05,CA,FOODS_1,1323
463,2012-05-06,CA,FOODS_1,1286
464,2012-05-07,CA,FOODS_1,1015
465,2012-05-08,CA,FOODS_1,1022
466,2012-05-09,CA,FOODS_1,1022
467,2012-05-10,CA,FOODS_1,1127
468,2012-05-11,CA,FOODS_1,1220
469,2012-05-12,CA,FOODS_1,1576
470,2012-05-13,CA,FOODS_1,1304
471,2012-05-14,CA,FOODS_1,980
472,2012-05-15,CA,FOODS_1,933
473,2012-05-16,CA,FOODS_1,1077
474,2012-05-17,CA,FOODS_1,1156
475,2012-05-18,CA,FOODS_1,1201
476,2012-05-19,CA,FOODS_1,1413
477,2012-05-20,CA,FOODS_1,1315
478,2012-05-21,CA,FOODS_1,916
479,2012-05-22,CA,FOODS_1,1017
480,2012-05-23,CA,FOODS_1,1105
481,2012-05-24,CA,FOODS_1,1128
482,2012-05-25,CA,FOODS_1,1318
483,2012-05-26,CA,FOODS_1,1462
484,2012-05-27,CA,FOODS_1,1398
485,2012-05-28,CA,FOODS_1,1520
486,2012-05-29,CA,FOODS_1,1193
487,2012-05-30,CA,FOODS_1,1291
488,2012-05-31,CA,FOODS_1,1246
489,2012-06-01,CA,FOODS_1,1317
490,2012-06-02,CA,FOODS_1,1795
491,2012-06-03,CA,FOODS_1,1222
492,2012-06-04,CA,FOODS_1,1139
493,2012-06-05,CA,FOODS_1,1214
494,2012-06-06,CA,FOODS_1,1137
495,2012-06-07,CA,FOODS_1,1219
496,2012-06-08,CA,FOODS_1,1244
497,2012-06-09,CA,FOODS_1,1476
498,2012-06-10,CA,FOODS_1,1416
499,2012-06-11,CA,FOODS_1,1095
500,2012-06-12,CA,FOODS_1,1210
501,2012-06-13,CA,FOODS_1,1132
502,2012-06-14,CA,FOODS_1,1331
503,2012-06-15,CA,FOODS_1,1417
504,2012-06-16,CA,FOODS_1,1312
505,2012-06-17,CA,FOODS_1,1201
506,2012-06-18,CA,FOODS_1,1181
507,2012-06-19,CA,FOODS_1,1162
508,2012-06-20,CA,FOODS_1,1039
509,2012-06-21,CA,FOODS_1,1168
510,2012-06-22,CA,FOODS_1,1238
511,2012-06-23,CA,FOODS_1,1565
512,2012-06-24,CA,FOODS_1,1407
513,2012-06-25,CA,FOODS_1,1094
514,2012-06-26,CA,FOODS_1,1021
515,2012-06-27,CA,FOODS_1,1091
516,2012-06-28,CA,FOODS_1,1096
517,2012-06-29,CA,FOODS_1,1369
518,2012-06-30,CA,FOODS_1,1338
519,2012-07-01,CA,FOODS_1,1505
520,2012-07-02,CA,FOODS_1,1127
521,2012-07-03,CA,FOODS_1,1208
522,2012-07-04,CA,FOODS_1,1115
523,2012-07-05,CA,FOODS_1,1145
524,2012-07-06,CA,FOODS_1,1177
525,2012-07-07,CA,FOODS_1,1305
526,2012-07-08,CA,FOODS_1,1457
527,2012-07-09,CA,FOODS_1,1097
528,2012-07-10,CA,FOODS_1,1121
529,2012-07-11,CA,FOODS_1,1079
530,2012-07-12,CA,FOODS_1,1154
531,2012-07-13,CA,FOODS_1,1447
532,2012-07-14,CA,FOODS_1,1548
533,2012-07-15,CA,FOODS_1,1590
534,2012-07-16,CA,FOODS_1,1186
535,2012-07-17,CA,FOODS_1,1195
536,2012-07-18,CA,FOODS_1,1313
537,2012-07-19,CA,FOODS_1,1443
538,2012-07-20,CA,FOODS_1,1386
539,2012-07-21,CA,FOODS_1,1566
540,2012-07-22,CA,FOODS_1,1470
541,2012-07-23,CA,FOODS_1,1153
542,2012-07-24,CA,FOODS_1,1199
543,2012-07-25,CA,FOODS_1,1259
544,2012-07-26,CA,FOODS_1,1250
545,2012-07-27,CA,FOODS_1,1213
546,2012-07-28,CA,FOODS_1,1490
547,2012-07-29,CA,FOODS_1,1372
548,2012-07-30,CA,FOODS_1,1065
549,2012-07-31,CA,FOODS_1,1258
550,2012-08-01,CA,FOODS_1,1373
551,2012-08-02,CA,FOODS_1,1325
552,2012-08-03,CA,FOODS_1,1555
553,2012-08-04,CA,FOODS_1,1751
554,2012-08-05,CA,FOODS_1,1608
555,2012-08-06,CA,FOODS_1,1154
556,2012-08-07,CA,FOODS_1,1133
557,2012-08-08,CA,FOODS_1,1235
558,2012-08-09,CA,FOODS_1,1325
559,2012-08-10,CA,FOODS_1,1473
560,2012-08-11,CA,FOODS_1,1767
561,2012-08-12,CA,FOODS_1,1515
562,2012-08-13,CA,FOODS_1,1250
563,2012-08-14,CA,FOODS_1,1365
564,2012-08-15,CA,FOODS_1,1378
565,2012-08-16,CA,FOODS_1,1266
566,2012-08-17,CA,FOODS_1,1433
567,2012-08-18,CA,FOODS_1,1812
568,2012-08-19,CA,FOODS_1,1676
569,2012-08-20,CA,FOODS_1,1321
570,2012-08-21,CA,FOODS_1,1265
571,2012-08-22,CA,FOODS_1,1225
572,2012-08-23,CA,FOODS_1,1311
573,2012-08-24,CA,FOODS_1,1579
574,2012-08-25,CA,FOODS_1,1810
575,2012-08-26,CA,FOODS_1,1662
576,2012-08-27,CA,FOODS_1,1104
577,2012-08-28,CA,FOODS_1,1153
578,2012-08-29,CA,FOODS_1,1274
579,2012-08-30,CA,FOODS_1,1355
580,2012-08-31,CA,FOODS_1,1633
581,2012-09-01,CA,FOODS_1,1972
582,2012-09-02,CA,FOODS_1,1785
583,2012-09-03,CA,FOODS_1,1633
584,2012-09-04,CA,FOODS_1,1175
585,2012-09-05,CA,FOODS_1,1263
586,2012-09-06,CA,FOODS_1,1298
587,2012-09-07,CA,FOODS_1,1461
588,2012-09-08,CA,FOODS_1,1769
589,2012-09-09,CA,FOODS_1,1728
590,2012-09-10,CA,FOODS_1,1287
591,2012-09-11,CA,FOODS_1,1289
592,2012-09-12,CA,FOODS_1,1228
593,2012-09-13,CA,FOODS_1,1286
594,2012-09-14,CA,FOODS_1,1483
595,2012-09-15,CA,FOODS_1,1901
596,2012-09-16,CA,FOODS_1,1600
597,2012-09-17,CA,FOODS_1,1108
598,2012-09-18,CA,FOODS_1,1196
599,2012-09-19,CA,FOODS_1,1240
600,2012-09-20,CA,FOODS_1,1392
601,2012-09-21,CA,FOODS_1,1376
602,2012-09-22,CA,FOODS_1,1779
603,2012-09-23,CA,FOODS_1,1488
604,2012-09-24,CA,FOODS_1,1170
605,2012-09-25,CA,FOODS_1,1009
606,2012-09-26,CA,FOODS_1,1033
607,2012-09-27,CA,FOODS_1,1138
608,2012-09-28,CA,FOODS_1,1384
609,2012-09-29,CA,FOODS_1,1681
610,2012-09-30,CA,FOODS_1,1434
611,2012-10-01,CA,FOODS_1,1033
612,2012-10-02,CA,FOODS_1,1048
613,2012-10-03,CA,FOODS_1,1074
614,2012-10-04,CA,FOODS_1,1076
615,2012-10-05,CA,FOODS_1,1196
616,2012-10-06,CA,FOODS_1,1562
617,2012-10-07,CA,FOODS_1,1478
618,2012-10-08,CA,FOODS_1,1198
619,2012-10-09,CA,FOODS_1,1175
620,2012-10-10,CA,FOODS_1,1137
621,2012-10-11,CA,FOODS_1,1097
622,2012-10-12,CA,FOODS_1,1309
623,2012-10-13,CA,FOODS_1,1499
624,2012-10-14,CA,FOODS_1,1366
625,2012-10-15,CA,FOODS_1,1098
626,2012-10-16,CA,FOODS_1,1004
627,2012-10-17,CA,FOODS_1,1059
628,2012-10-18,CA,FOODS_1,964
629,2012-10-19,CA,FOODS_1,1049
630,2012-10-20,CA,FOODS_1,1524
631,2012-10-21,CA,FOODS_1,1225
632,2012-10-22,CA,FOODS_1,1184
633,2012-10-23,CA,FOODS_1,968
634,2012-10-24,CA,FOODS_1,1124
635,2012-10-25,CA,FOODS_1,991
636,2012-10-26,CA,FOODS_1,1179
637,2012-10-27,CA,FOODS_1,1464
638,2012-10-28,CA,FOODS_1,1340
639,2012-10-29,CA,FOODS_1,1121
640,2012-10-30,CA,FOODS_1,1403
641,2012-10-31,CA,FOODS_1,1854
642,2012-11-01,CA,FOODS_1,1014
643,2012-11-02,CA,FOODS_1,1189
644,2012-11-03,CA,FOODS_1,1372
645,2012-11-04,CA,FOODS_1,1281
646,2012-11-05,CA,FOODS_1,928
